DATA,LEAGUE,HOME,SCORE,AWAY,1,X,2,CLOSING ODDS,CLOSING_DRAW,Unnamed: 10,SCORE_HOME,SCORE_AWAY,RESULTS,"0,5gls","1,5gls","2,5gls","3,5gls","4,5gls",BTTS,TOTAL_GOALS
2019-11-15 00:00:00,EURO Cup ,Bosnia-Herzegovina,0-3,Italy,3.07,3.96,2.22,3.78,3.72,2.02,0,3,2,1,1,1,0,0,NO,3
2019-11-15 00:00:00,EURO Cup ,Switzerland,1-0,Georgia,1.11,10.08,36.95,1.21,6,16.0,1,0,1,1,0,0,0,0,NO,1
2019-11-16 00:00:00,EURO Cup ,Cyprus,1-2,Scotland,3.58,3.49,2.16,3.31,3.39,2.26,1,2,2,1,1,1,0,0,YES,3
2019-11-16 00:00:00,EURO Cup ,Russia,1-4,Belgium,3.45,3.82,2.09,3.35,3.76,2.15,1,4,2,1,1,1,1,1,YES,5
2019-11-16 00:00:00,EURO Cup ,Slovenia,1-0,Latvia,1.09,11.13,47.35,1.08,10.4,33.63,1,0,1,1,0,0,0,0,NO,1
2019-11-16 00:00:00,EURO Cup ,San Marino,1-3,Kazakhstan,45.93,14.35,1.04,45.29,13.47,1.05,1,3,2,1,1,1,1,0,YES,4
2019-11-16 00:00:00,EURO Cup ,Azerbaijan,0-2,Wales,7.17,3.98,1.56,6.83,3.83,1.57,0,2,2,1,1,0,0,0,NO,2
2019-11-16 00:00:00,EURO Cup ,Israel,1-2,Poland,3.56,3.64,2.11,2.77,3.35,2.7,1,2,2,1,1,1,0,0,YES,3
2019-11-16 00:00:00,EURO Cup ,Croatia,3-1,Slovakia,1.53,4.35,6.69,1.47,4.49,7.61,3,1,1,1,1,1,1,0,YES,4
2019-11-16 00:00:00,EURO Cup ,Austria,2-1,North Macedonia,1.46,5,6.78,1.22,6.51,13.4,2,1,1,1,1,1,0,0,YES,3
2019-11-16 00:00:00,EURO Cup ,Northern Ireland,0-0,Netherlands,7.89,4.52,1.46,7.15,4.29,1.52,0,0,0,0,0,0,0,0,NO,0
2019-11-16 00:00:00,EURO Cup ,Germany,4-0,Belarus,1.04,14.9,45.6,1.04,14.5,45.0,4,0,1,1,1,1,1,0,NO,4
2019-11-17 00:00:00,EURO Cup ,Serbia,2-2,Ukraine,1.78,3.96,4.61,2.12,3.55,3.54,2,2,0,1,1,1,1,0,YES,4
2019-11-17 00:00:00,EURO Cup ,Luxembourg,0-2,Portugal,42.2,13.08,1.08,34.26,12.82,1.06,0,2,2,1,1,0,0,0,NO,2
2019-11-17 00:00:00,EURO Cup ,Bulgaria,1-0,Czech,4.33,3.88,1.77,4.7,3.97,1.73,1,0,1,1,0,0,0,0,NO,1
2019-11-17 00:00:00,EURO Cup ,Kosovo,0-4,England,5.99,4.55,1.55,7.17,5.18,1.43,0,4,2,1,1,1,1,0,NO,4
2019-11-17 00:00:00,EURO Cup ,Albania,0-2,France,8.92,5.06,1.33,8.13,4.52,1.42,0,2,2,1,1,0,0,0,NO,2
2019-11-17 00:00:00,EURO Cup ,Andorra,0-2,Turkey,20.16,9.59,1.14,14.34,6.62,1.18,0,2,2,1,1,0,0,0,NO,2
2019-11-17 00:00:00,EURO Cup ,Moldova,1-2,Iceland,7.22,4.18,1.47,8.21,4.2,1.45,1,2,2,1,1,1,0,0,YES,3
2019-11-18 00:00:00,EURO Cup ,Gibraltar,1-6,Switzerland,49.0,23,1.01,49.0,23,1.01,1,6,2,1,1,1,1,1,YES,7
2019-11-18 00:00:00,EURO Cup ,Spain,5-0,Romania,1.15,8.6,22.68,1.16,7.84,15.98,5,0,1,1,1,1,1,1,NO,5
2019-11-18 00:00:00,EURO Cup ,Malta,1-2,Norway,38.62,12.91,1.05,30.09,10.37,1.08,1,2,2,1,1,1,0,0,YES,3
2019-11-18 00:00:00,EURO Cup ,Italy,9-1,Armenia,1.15,8.8,20.37,1.08,10.95,25.18,9,1,1,1,1,1,1,1,YES,10
2019-11-18 00:00:00,EURO Cup ,Liechtenstein,0-3,Bosnia-Herzegovina,26.57,9.54,1.09,21.21,8.54,1.11,0,3,2,1,1,1,0,0,NO,3
2019-11-18 00:00:00,EURO Cup ,Greece,2-1,Finland,2.03,3.46,4.05,1.83,3.55,4.72,2,1,1,1,1,1,0,0,YES,3
2019-11-18 00:00:00,EURO Cup ,Sweden,3-0,Faroe Islands,1.05,14.03,37.92,1.1,9.08,23.27,3,0,1,1,1,1,0,0,NO,3
2019-11-18 00:00:00,EURO Cup ,Ireland,1-1,Denmark,3.32,3.49,2.26,3.12,3.11,2.59,1,1,0,1,1,0,0,0,YES,2
2019-11-19 00:00:00,EURO Cup ,Belgium,6-1,Cyprus,1.04,16,41.0,1.01,26,101.0,6,1,1,1,1,1,1,1,YES,7
2019-11-19 00:00:00,EURO Cup ,Netherlands,5-0,Estonia,1.01,26,41.0,1.01,26,101.0,5,0,1,1,1,1,1,1,NO,5
2019-11-19 00:00:00,EURO Cup ,Latvia,1-0,Austria,13.88,6.61,1.23,21.91,7.72,1.15,1,0,1,1,0,0,0,0,NO,1
2019-11-19 00:00:00,EURO Cup ,Slovakia,2-0,Azerbaijan,1.24,6.36,13.65,1.17,7.04,20.04,2,0,1,1,1,0,0,0,NO,2
2019-11-19 00:00:00,EURO Cup ,Germany,6-1,Northern Ireland,1.18,8.03,16.77,1.09,11.26,26.96,6,1,1,1,1,1,1,1,YES,7
2019-11-19 00:00:00,EURO Cup ,Scotland,3-1,Kazakhstan,1.52,4.2,7.21,1.54,4.11,6.44,3,1,1,1,1,1,1,0,YES,4
2019-11-19 00:00:00,EURO Cup ,Wales,2-0,Hungary,1.87,3.67,4.52,1.54,4.36,6.5,2,0,1,1,1,0,0,0,NO,2
2019-11-19 00:00:00,EURO Cup ,North Macedonia,1-0,Israel,2.46,3.65,2.71,2.47,3.57,2.82,1,0,1,1,0,0,0,0,NO,1
2019-11-19 00:00:00,EURO Cup ,Poland,3-2,Slovenia,1.53,4.44,6.42,1.75,3.66,5.1,3,2,1,1,1,1,1,1,YES,5
2019-11-19 00:00:00,EURO Cup ,San Marino,0-5,Russia,43.0,29,1.01,101.0,51,1.0,0,5,2,1,1,1,1,1,NO,5
